,id,author_id,created_at,text,source,author.location,geo.country,geo.full_name,geo.geo.bbox
859325,1472483448749232135,152895798,2021-12-19T08:26:26.000Z,But do the big boys want to chill with you!!!,Twitter for Android,+256,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1007038,1485957215920041985,1400423451626725378,2022-01-25T12:46:22.000Z,@swaibukj11 Can't parents  understand  that their  daughters  need money,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
641536,1450917079494840320,1125796459578843136,2021-10-20T20:09:23.000Z,"It will be such a Dreadful time like never before.\nWhen one is aware of the out come of the #RealityOfRapture, they work upon their Salvation with fear and trembling. https://t.co/tqDQpTJOe2",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1479981,1521099974183895043,3290411265,2022-05-02T12:11:09.000Z,"We are always on ground for ur Service. Your safety our Responsibility 🧯🧯🧯\n0787019718,0755699410 https://t.co/RND6hSYdyr",Twitter for Android,"Wakiso, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
808086,1467530177903308811,1419245869770190850,2021-12-05T16:23:54.000Z,A good woman is an investment \nAn immature girl is a bill,Twitter for Android,Mukono,Uganda,"Masaka, Uganda","[31.1673793, -0.8184871, 32.0664454, 0.0781112]"
456916,1433497351314944004,3335739028,2021-09-02T18:29:36.000Z,@PatrickTimmons1 7 points,Twitter for iPhone,Gulu City,Uganda,"Gulu, Uganda","[32.1251757, 2.4457346, 32.8294398, 3.3008154]"
270310,1416716942203932672,1137620415814279168,2021-07-18T11:10:15.000Z,You can’t starve someone God is feeding ..! 🤷🏿‍♂️😎,Twitter for iPhone,Safe Heaven.. ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
504637,1438126971708481545,1235313335744290816,2021-09-15T13:06:03.000Z,How much do you know your body😏😏 https://t.co/F7ezoUlISy,Twitter for Android,"Wakiso, Uganda",Uganda,"Kayunga, Uganda","[32.6758811, 0.504155, 33.0845626, 1.5095712]"
1442820,1518580170176794624,2223160401,2022-04-25T13:18:21.000Z,@MaryMungai72 @pepekalearafat1 \n   Quick Follow Back\nFresh week gain\n@pepekalearafat1 \n   Quick Follow Back\nFresh week gain,Twitter Web App,Mbarara,Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
729063,1459901540022505481,1053561378047492096,2021-11-14T15:10:25.000Z,@Rita_Arinaitwe Ehh… quite long. Their chicken is nice these days,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
129095,1404506153946583040,561813681,2021-06-14T18:28:56.000Z,@nahurirasam @PirateMulwana I saw him cut them.. watch the video again,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
243249,1414288551324397573,1125796459578843136,2021-07-11T18:20:41.000Z,"@SamuelMusana1 @SammyKiprotich_ @TrulyUgandan Indeed our faith must soar higher, if the Cripples are testifying of the goodness of God, how much more should we testify?\n\n#ChoiceOfEternity",Twitter for Android,"Kampala, Uganda",Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
25258,1392769104046592004,380805665,2021-05-13T09:10:05.000Z,@MurangiraGord @Eezy_1 @Makerere @ProfNawangwe How can one access their Transcript?,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1144713,1497455222788132866,1040263560989790208,2022-02-26T06:15:21.000Z,I remember she used to wake up at 5 just to put on her make up \nNow that I remember this it’s kinda hard being her 😬,Twitter for iPhone,Uganda (Africa) ,Uganda,"Kanungu, Uganda","[29.5820079, -1.0814667, 29.9025058, -0.3364669]"
232631,1413540988082167809,109207083,2021-07-09T16:50:08.000Z,@ssojo81 Whole business just went up in a puff of smoke...🤦🏿‍♂️,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1315093,1510132000203718657,1457734014,2022-04-02T05:48:20.000Z,@Euginearinda Pussy,Twitter for Android,"Masaka,Uganda",Uganda,"Bushenyi, Uganda","[29.6771363, -0.7804233, 30.5065842, -0.0721552]"
429035,1430986426259214351,863046938127683584,2021-08-26T20:12:05.000Z,@iamtricia118 Happy Birthday even,Twitter for Android,"Wild Earth, Uganda.",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
965273,1481904101541793796,800184230785363968,2022-01-14T08:20:44.000Z,@KOmukungu Westerners*,Twitter for Android,"Massachusetts, USA",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1122690,1495708521048035345,1079287951572504576,2022-02-21T10:34:34.000Z,😭😭😭😭 I want https://t.co/V2zq8JoBbU,Twitter for iPhone,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
111600,1402699718942154752,1188324976845381633,2021-06-09T18:50:48.000Z,@Majozcraft I wish I would care too early.,Twitter for Android,Makerere hill,Uganda,"Bushenyi, Uganda","[29.6771363, -0.7804233, 30.5065842, -0.0721552]"
916384,1477488885450121217,993890518550577159,2022-01-02T03:56:15.000Z,"As a Makerere student, I know I speak for many when I say, Amen!!!\nThis is the energy we need!! https://t.co/57S0cepaks",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1308556,1509615545498230787,703086285850853376,2022-03-31T19:36:08.000Z,@davidfatunmbi @CbianBen @masteAce @Reuters They are breaking the expansion treaties which are more serious than just contracts... it doesnt matter if a country wants to join NATO or not... the treaties are clear and US has already brocken them before by bringing in countries like poland and romania.. and still doing it,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
916785,1477522931165147138,2413801116,2022-01-02T06:11:32.000Z,"@AzawiOfficial your style, music and decency are exquisite. Here’s to successful year 2022 in your career. https://t.co/9BUM8Gz0BF",Twitter for iPhone,Kampala Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
642556,1451069793709264896,621759121,2021-10-21T06:16:13.000Z,Amen https://t.co/8eGWr5nlvv,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
159326,1407218858709094401,842789331886624769,2021-06-22T06:08:15.000Z,@MrsPetrojohnba1 Just know,Twitter for Android,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
152113,1406544814556991491,167506354,2021-06-20T09:29:50.000Z,"Thanks for being present, intentional &amp; selfless with us. Arayah couldn’t ask or even dream of a better daddy and I can’t imagine a life without you. We love you, we see you and pray for God’s love, grace and protection over you always❤️ \n#HappyFathersDay @deejahn https://t.co/0Ly77b4a8o",Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
337545,1422551449871994892,1376212469698400258,2021-08-03T13:34:30.000Z,Going live in a few on DJPAUL page,Twitter for Android,"Mbarara, Uganda",Uganda,"Kiruhura, Uganda","[30.5686652, -0.7151458, 31.1547525, 0.2113953]"
33153,1393687574749847554,3248831955,2021-05-15T21:59:45.000Z,"The sky is blue, its beautiful, and so am l...😇\n@princesowedi \n.\n@reality_high_uganda \n.\n.\n#blue #love #nature #art @ Kingdom Kampala https://t.co/pcBZJurrDv",Instagram,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
400001,1428401154703118344,1038057822771208192,2021-08-19T16:59:08.000Z,@alexamichmusic Alexa thanks for being a great Encourager 👍 am Humbled........,Twitter for Android,"Kampala, Uganda🇺🇬",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1395759,1515703720935317507,1332698659964792834,2022-04-17T14:48:22.000Z,@breezesturm @SkylerFleur Follow back,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1432160,1517872182260645889,498749638,2022-04-23T14:25:03.000Z,"@BatanuddeJohn @meditsmeddy @LeonSolomon1 @Monitor_Sport @nserekohkafriqa @MotorsportUG @epmcoke @FIM_live @MotocrossNews @madskillsmx @ProMotocross JB, images timeless. Thanks for this. 🔥🔥🔥🔥🔥🔥 MVP is an absolute weapon.",Twitter for Android,Uganda,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
916429,1477499308744261635,2674760015,2022-01-02T04:37:40.000Z,@princeibrahunks Why are you being this Violent Bro,Twitter for Android,"Kampala, Uganda",Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
413839,1429523279052746756,812210006661550080,2021-08-22T19:18:03.000Z,"@achamsu And when it comes to pass, may we meet the LONG LIVE KING! \n#TheGlorifiedBlood",Twitter for Android,"Kampala, Uganda",Uganda,"Masaka, Uganda","[31.1673793, -0.8184871, 32.0664454, 0.0781112]"
929870,1478649608146460672,1385089959439355904,2022-01-05T08:48:33.000Z,@ElijahBryant18 @goal Even Fergie is there for he could  connive with the referees😤,Twitter for Android,Entebbe,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1265201,1506652967566458880,812403364847882240,2022-03-23T15:23:54.000Z,To go to the Middle East. https://t.co/7tXi0Jbixu,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
399291,1428351676298141698,1393825476649623555,2021-08-19T13:42:31.000Z,@justbarby1 Amen,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1093390,1493551561208958976,1351398874485841926,2022-02-15T11:43:35.000Z,She looks like well made pizza 😥😥🥰🥰 https://t.co/0irVYl8XOD,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
819739,1468610013166022662,1553900257,2021-12-08T15:54:47.000Z,@mareawinyfridah How much?,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
669685,1453745037985079301,459054329,2021-10-28T15:26:40.000Z,Now I know where evangelists get there inspiration from 😂😂🤣 https://t.co/r64jus9bnD,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
81632,1399682414935478272,245821688,2021-06-01T11:01:07.000Z,@theshychuckles Me too I smiled when I saw Jill Scott looking cheekish.. I remembered https://t.co/lHUFwJd2Lo,Twitter for Android,Secret society,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
820349,1468651681541984270,431749498,2021-12-08T18:40:21.000Z,"@malaikatenshi @mkiboneka I'm curious of the topic ""sports"" https://t.co/bczuU89sbr",Twitter for Android,"Elgon, HQ",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
978685,1483101917437906944,1367469311380578307,2022-01-17T15:40:26.000Z,"@MujuziProf @kizzabesigye1 @JacobOulanyah You're right, those that are heading that institution are all Dictators.",Twitter for Android,,Uganda,"Gulu, Uganda","[32.1251757, 2.4457346, 32.8294398, 3.3008154]"
206602,1411453159579455491,1399612202395504642,2021-07-03T22:33:51.000Z,"@Naymarsavage If yo self contained and sumptuous why not do it on the first date, oli was FBI ?",Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1263407,1506556746378227716,2869822124,2022-03-23T09:01:33.000Z,"@lykadalia No need, do you girl; I actually envy this behavior compared to my early morning last minute shenanigans. \n\nSo when do I bring the ring and the flowers?",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
873898,1473885705587855363,1401129970748039171,2021-12-23T05:18:30.000Z,@newvisionwire Amen in Jesus Name 👏,Twitter for Android,,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1032669,1488466402046529543,1101190377451782145,2022-02-01T10:56:59.000Z,"How we are standing with @joshuanagenda @_kaDiDi_ &amp; @petermayanja in all this FUFA, @KCCAFC &amp; @OnduparakaFC1 debacle! https://t.co/Fnh1Cgsjr7",Twitter for iPhone,Turquoise Nation,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
876668,1474074787563638784,4382647227,2021-12-23T17:49:50.000Z,@sharon_kiwanuka @kamaroma22 Thanks. Do you want these https://t.co/6Oeesf109f,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
18077,1392019767221948417,1179859638495449093,2021-05-11T07:32:29.000Z,Am sorted today\nSo excited to be in his presence \n6pmEAT \nhttps://t.co/NzqPevi8Y0\n#ProphetElvisMbonye \n@Susan72857158 https://t.co/KNhjpXGQnG,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
670370,1453789110632685568,1444228806294872065,2021-10-28T18:21:48.000Z,Very gud,Twitter for Android,Kabojja,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1212686,1502910363704123393,1463565891380125700,2022-03-13T07:32:08.000Z,@disan_m @MathiasSsemanda @baryamureeba @HEBobiwine @BBCNews @CNN @NRMOnline @ntvuganda @nbstv @bbstvug Is it about media or reference 🚮,Twitter for Android,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1170778,1499595499145474050,583480873,2022-03-04T04:00:02.000Z,#Dubnation has served us Ls this week. Anywhooo. The weekend is coming.,Twitter for Android,kla,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1105401,1494538070993035281,910206920287559680,2022-02-18T05:03:37.000Z,@2022isaac2 @NuweRichard Am good  mn,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
453283,1433164652276551694,1378056421871394816,2021-09-01T20:27:34.000Z,At the time of rapture people of the earth will know seriously the real Power Of GOD \non the #DayOfRapture,Twitter for Android,,Uganda,"Gulu, Uganda","[32.1251757, 2.4457346, 32.8294398, 3.3008154]"
727118,1459634876605513728,3038966477,2021-11-13T21:30:47.000Z,"@JoelSsenyonyi Cong's your excellence,remember you are a leader for the whole campus,so wen it comes to office bearers,please balance all the parties",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1434889,1518120684731486208,1290941159746031616,2022-04-24T06:52:31.000Z,@only_Prima1 Goodness of God,Twitter for Android,Social Media Influencer ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1019553,1487253184447983616,2815235461,2022-01-29T02:36:05.000Z,@bamwinejnr Men have indunas n women have penthouses,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1341351,1512042172253626371,238129473,2022-04-07T12:18:40.000Z,This May end it tears https://t.co/GZqfNiAjYw,Twitter for iPhone,"Kiboga, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
676557,1454445801527287811,1274285558383235072,2021-10-30T13:51:16.000Z,Look at you😂😂 https://t.co/DdADGUBPqD,Twitter for Android,Mbarara,Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
1349149,1512531559546556416,1210324222117060609,2022-04-08T20:43:19.000Z,I really wanna learn how to crochet but I'm scared I'll buy the stuff and then give up.,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
968107,1482083386642546696,1044637291338223618,2022-01-14T20:13:09.000Z,"@Aggiekobs @Mc_Marteen It would be my pleasure, this would be like a dream come true",Twitter for iPhone,Nsambya Kirombe ku Mwala,Uganda,"Tororo, Uganda","[33.8750357, 0.5749347, 34.3140354, 0.9053201]"
1119772,1495464924503494661,126355627,2022-02-20T18:26:37.000Z,@Hirolla256 @josh_mirondo dragged me there and we ended up social distancing since the concert was fully observing COVID19 protocols.,Twitter for iPhone,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1267370,1506741256252239880,1479205348858859521,2022-03-23T21:14:44.000Z,There's is no way we can eradicate poverty and achieve social just without  fighting inequalities first. #GenderEquality #EqualPay https://t.co/4TD7j7haRk,Twitter for Android,Kampala Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
573722,1444740932251930631,1257696019380416513,2021-10-03T19:07:34.000Z,So it has all been predictable...shaaa#BBNaija,Twitter for Android,kampala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
762014,1463000562493014016,204903705,2021-11-23T04:24:49.000Z,"Turkey is one of the purely natural and cultural paradise. It is a friendly, beautiful and culturally rich country. You shouldn't miss the opportunity to visit Turkey with this exciting offer.\n\nContact +256776515014 or visit https://t.co/wEqoi2kM6X to book your trip to Turkey. https://t.co/04bv21xQcM",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1263052,1506536565731958785,826093149844021248,2022-03-23T07:41:22.000Z,"We sing and dance to the King of kings. \nThe One who has rewritten our story!\n\nGood morning, beloved. https://t.co/NrUbTh6Aa2",Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
57611,1396814704434192386,1367873388388220936,2021-05-24T13:05:51.000Z,@TracyNayiga @s_nabukenya @DailyMonitor What is the depth of your knowledge regarding national leaderhip?\nAre you not aware  that presidents are the Commanders In Chief of their respective national armies?\nAren't you aware that the military's principal instrument of instruction is a gun?,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
